Violentos;Alerta;Pob;Morad;Urbano;Ingreso;Pobreza;Cesantia;Divorcio;Hsol;Inmig;NIng;Sobrep;Area;Dens;Transp
3032;Bajo;19082;2,94;0;25926;17,44;7,9;13,16;4,18;1,52;3,01;6,82;22,6;845,4;0,71
4758;Alto;24927;2,49;0;22422;12,2;3,57;8,26;1,53;0,39;0,6;1,99;8,7;2870,5;0,07
3167;Bajo;20608;2,51;76,4;52979;2,61;3,47;8,53;0,58;1,99;0,49;1,78;29,1;709;1,72
5346;Alto;35309;2,81;90,52;51676;2,24;2,47;8,85;1;1,71;0,93;3,16;30,6;1153,7;5,46
2999;Bajo;16376;2,69;100;35108;5,22;3,59;8,49;0,99;0,31;0,88;1,92;10,8;1513,4;0,55
3834;Bajo;24631;3,32;0;36481;6,95;5,25;6,7;1,57;3,28;0,58;2,8;59,2;416,4;0,9
16356;Alto;108056;2,58;100;49787;6,29;5,08;9,86;6,42;7,9;3,87;3,99;39,1;2765,1;11,33
1874;Bajo;11452;2,75;100;39738;2,66;2,84;9,86;0,61;0,48;0,08;2,35;12,7;904,6;0,19
6829;Alto;42155;2,62;100;28261;13,93;7;13,34;2,54;2,21;2,04;4,06;20,8;2022;3,29
3028;Bajo;12541;2,67;100;37117;5,98;4,93;11,03;1,73;1,36;0,52;2,02;4,3;2938,7;2,05
3352;Bajo;11628;2,59;100;56585;2,8;1,78;6,74;1,07;0,68;0,33;2,4;2,9;3969,1;13,45
4284;Bajo;14396;2,4;100;33107;5;4,55;9,87;1,5;0,76;0,46;1,96;2,9;5000,7;6,21
12592;Alto;78331;2,56;100;48171;5,2;4,69;10,29;4,63;5;3,65;3,6;23,6;3315,6;8,17
52798;Alto;364040;2,36;100;21006;24,34;7,84;14,85;11,81;1,2;0,69;3,56;80;4550,3;11,26
3599;Bajo;21249;3,57;49,98;41933;4,74;6,22;9,66;1,62;0,88;1,06;4,2;28,5;746,1;1,5
4864;Alto;24426;2,48;0;25000;14,45;7,44;12,01;4,74;0,23;0,77;2,72;8,8;2762,2;0,79
3481;Bajo;20976;2,4;98,8;28070;11,91;5,34;11,13;2,52;0,48;0,66;2,28;12,2;1721;0,57
4393;Alto;27256;2,28;0;17196;23,81;7,51;14,81;4,8;0,43;0,39;2,02;18,2;1498,2;0,69
2475;Bajo;12358;2,6;100;43593;3,04;4,62;9,62;0,91;2,61;0,96;2,46;9,4;1320,8;2,14
37681;Alto;258295;2,59;99,84;30590;11,47;6,57;18,4;4,36;4,9;3,7;4,39;86,3;2993,5;2,85
1549;Bajo;10579;2,77;0;38868;9,32;3,76;9,95;2,19;1,49;0,57;2,77;54,6;193,6;1,24
2533;Bajo;13364;5,28;0;21558;24,15;12,35;8,44;9,3;5,76;7,92;11,53;5,9;2277,4;0,38
6794;Alto;12805;2,53;100;43365;3,34;5,37;8,23;1,02;5,68;2,82;3,14;1,3;10108,1;6,71
2208;Bajo;12996;2,9;94,74;57561;1,72;2,78;7,68;0,41;2,44;0,48;2,75;14,2;912,9;2,18
15796;Alto;106612;2,59;100;21038;24,38;8,38;16,07;10,44;0,39;0,38;4,11;49,6;2149,4;2,76
1454;Bajo;10428;2,77;0;48000;0,93;4,18;9,34;0,44;0,34;0,32;2,47;36,9;282,8;1,36
5643;Alto;28887;2,57;100;34168;7,07;5,37;10,19;4,18;1,2;1,1;2,57;8,2;3509,3;6,4
3934;Bajo;22906;2,84;0;18858;25,55;8,69;11,87;9,97;0,66;0,46;5,09;12;1910,7;0,45
2858;Bajo;14729;3,15;0;17103;33,49;13,57;10,47;1,5;3,75;12,98;10;5,7;2578,6;0,31
4628;Alto;30085;2,76;100;30908;13,56;6,24;13,18;4,96;12,38;10,39;7,89;19,6;1535,3;2,92
2445;Bajo;11668;3,67;100;41178;2,9;4,34;5,17;0,24;0,66;0,1;17,98;6,4;1822;1,46
7064;Alto;44129;2,22;100;27371;14,16;5,33;16,26;4,22;3,49;1,51;2,02;21,1;2090,2;1,19
3035;Bajo;20820;2,48;0;26668;8,82;7,71;8,85;2,28;0,21;0,58;2,98;29,2;712,1;1,62
5004;Alto;16189;2,41;100;42748;7,27;5,03;13,02;6,08;11,93;6,4;4,25;3;5316,9;5,88
4329;Bajo;21923;2,42;0;22458;19,84;10,65;14,14;2,55;0,45;0,64;2,25;8,2;2685,2;0,88
3957;Bajo;19859;2,64;0;18829;20,72;8,73;11,17;1,42;0,57;0,3;2,21;6,6;2992,6;0,51
2153;Bajo;10970;2,7;0;15570;33,89;17,4;12,1;4,45;6,4;11,7;6,77;6;1833,2;0,24
1693;Bajo;10940;3,17;85,43;43673;2,78;3,36;8,37;2,19;0,51;0,64;5,04;37,5;291,8;5,24
5030;Alto;32383;2,83;100;53971;2,55;5,31;7,3;0,6;2,02;0,77;3,34;23,5;1379,8;1,3
8596;Alto;55530;2,36;100;20609;22,11;6,21;13,98;8,53;0,56;0,53;2,28;30,8;1805;3,22
26877;Alto;186206;2,69;100;24130;19,56;6,56;10,98;2,96;1,63;2,71;4,06;107,9;1726,3;0,89
7767;Alto;54780;2,92;100;30733;10,91;7,2;11,5;6,12;1,01;6,01;5,07;71,2;769,8;1,83
14743;Alto;92788;2,82;100;31712;13,64;9,22;11,52;6,75;4,94;3,44;5,35;22,2;4171,7;5,54
11436;Alto;76371;2,79;94,69;40704;4,92;5,01;7,66;0,95;0,79;0,79;4,02;42,6;1793,5;1,24
6107;Alto;34012;2,14;100;25906;7,12;3,89;11,47;0,79;0,88;0,57;1,1;10,7;3173,9;0,65
7286;Alto;47585;2,61;100;45890;4,18;2,92;11,92;1,51;4,73;1,81;2,45;28,6;1665,7;7,9
5886;Alto;30250;3,12;100;41726;3,6;2,94;5,73;0,81;0,87;0,53;5,27;10,4;2907,8;3,15
24029;Alto;164693;2,51;100;26119;15,76;4,56;16,18;9,1;3,15;2,4;2,99;69,7;2363,3;3,56
10266;Alto;53240;3,54;100;59076;3,95;3,67;6,83;1,15;15,34;7,07;9,74;8,9;5965,9;0,94
4471;Alto;28808;2,86;60,22;59069;1,33;3,46;7,54;0,83;3,09;0,99;3,07;56,6;508,5;3,13
1578;Bajo;12035;2,53;0;25384;14,89;5,73;13,09;3,99;0,33;0,64;2,44;24,6;488,7;0,24
13276;Alto;20393;2,32;100;40600;4,63;5,86;8,39;1,32;13,12;7,52;2,65;1;20417,5;20,74
2330;Bajo;13142;2,43;0;17278;20,56;9;11,98;0,81;0,14;0,3;1,7;9,7;1361,6;0,12
1514;Bajo;10573;4,31;92,61;27922;21,14;4,86;4,68;4,24;2,75;0,54;2,98;18,9;560,5;1,12
7214;Alto;39253;2,59;100;48668;2,47;2,6;9,02;0,88;2,43;1,4;3,28;10,2;3845,3;6,65
11558;Alto;65674;2,06;100;24296;7,42;3,9;12,87;1,2;1,45;0,63;1;14,6;4484,7;0,6
11207;Alto;60838;2,6;100;36771;5,5;5,89;8,82;0,69;1,57;1,63;2,88;12,1;5013;0,72
11699;Alto;65566;2,36;100;24316;14,93;7,16;13,26;5,57;1,48;1,47;2,42;11,2;5831,6;5,09
11413;Alto;68586;2,49;100;47029;2,68;2,45;10,14;1,17;3,91;1,78;2,36;19,5;3520,1;4,37
4717;Alto;10602;2,82;100;84498;1,8;1,61;7,64;2,27;1,51;1,56;3,25;1,7;6079,1;9,17
6188;Alto;41882;2,63;100;15576;35,87;9,73;12,61;9,22;1,26;0,62;3,62;26,3;1590,3;0,59
2934;Bajo;15467;2,89;100;63203;2,25;3,51;4,64;0,05;2,26;1,04;2,46;9,3;1655;0,26
55060;Alto;372242;2,58;100;27095;18,82;9,38;15,68;10,31;11,65;8,74;6,15;58,1;6409,1;18,71
7003;Alto;30548;2,66;100;49658;2,94;3,76;5,63;0,38;5,31;2,69;2,79;5,4;5702,7;10,35
6066;Alto;39162;2,44;96,05;37783;2,8;2,06;9,87;0,93;0,68;0,26;1,59;29,1;1344,3;1,39
5073;Alto;33181;2,48;100;24674;14,98;5,78;14,05;2,94;0,71;0,54;1,9;35,7;929,6;1,55
7765;Alto;36175;2,69;100;52817;1,25;2,31;5,95;0,61;1,86;1,41;2,91;7,1;5089,3;10,3
4479;Alto;24250;2,76;100;38037;6,71;5,39;11,57;1,73;8,64;5,91;5,28;12,4;1950;1,79
2741;Bajo;15600;3,19;89,6;74825;0,79;4,7;5,23;0,05;2,47;1,55;4,7;19,5;798,4;3,62
2549;Bajo;14167;2,72;95,84;48547;2,75;2,64;8,09;1,2;1,47;1,22;3,4;10,1;1409,7;1,81
7638;Alto;48655;2,89;100;47930;2,81;5,15;7,26;0,8;1,13;1,18;3,66;36;1352,1;0,18
9540;Alto;61921;2,25;100;18631;22,49;7,89;14,77;7,96;2,29;0,95;2,34;33,4;1853,5;3,49
3011;Bajo;16685;2,84;97,23;38694;4,39;3,37;7,75;0,9;1,79;0,76;2,29;18,3;909,6;0,9
4323;Bajo;29941;2,62;100;25376;9,36;3,56;11,57;0,87;1,01;0,88;2,3;30,7;974,5;0,11
2150;Bajo;12694;3,53;0;12908;48,82;17,42;9,12;3,62;5,92;16,85;16,21;7,7;1656,3;0
11278;Alto;68637;2,42;100;19950;21,73;9,39;11,35;6,19;1,7;2,16;3,03;16,9;4052,3;4,99
2986;Bajo;19976;3,04;100;41457;3,72;3,61;9,55;0,36;1,58;1,3;3,73;34,8;573,3;1,02
5866;Alto;40822;2,7;98,65;26144;16,76;8,15;15,11;3,4;1,35;1,66;4,28;64,3;634,4;0,09
16238;Alto;96086;3,19;100;42481;7,71;4,96;11,15;3,59;11,65;5,81;9,21;16,8;5724,9;3,13
8431;Alto;50553;2,73;100;59458;2,41;3,06;10,53;0,64;2,18;0,78;2,32;16,8;3009,8;1,65
3168;Bajo;10807;2,86;100;60355;2,56;2,1;7,14;0,35;0,62;0,32;3,2;3;3564,3;0,9
2748;Bajo;14731;2,6;0;25587;10,3;7,78;12,41;2,3;0,24;0,33;3,2;8,2;1787;0,11
9771;Alto;61368;2,56;100;22886;16,84;7,94;14,36;3,33;0,18;0,25;2,93;20,7;2966,4;1,53
1778;Bajo;10275;2,28;0;28259;5,57;8,97;8,05;0,64;0,76;0,59;1,91;21,8;471,5;0,45
4641;Alto;23221;2,61;100;38962;3,42;2,92;11,28;1,53;0,37;0,32;1,73;10;2317,5;1,54
1608;Bajo;10712;2,68;0;18641;28,83;6,76;14,15;7,52;1,46;0,6;4,78;16;670,3;0
4970;Alto;28040;2,37;100;50468;6,47;3,23;12,85;4,96;6,65;2,5;3,15;10,4;2689,9;3,66
6546;Alto;45857;3,18;0;28382;17,2;7,14;9,73;3,96;2,51;1,79;4,17;65,5;700,1;0,67
2056;Bajo;11066;2,54;0;24644;13,89;7,02;11,52;2,85;1,43;1,8;2,8;12,4;895,6;0
2885;Bajo;15614;3,11;100;34218;14,31;8,11;8,77;6,2;1,38;0,87;4,72;9,5;1635,9;2,53
2344;Bajo;10815;3,88;100;14292;38,95;13,29;7,33;2,15;9,96;22,13;17,56;3,8;2846,1;1,47
4257;Bajo;13650;2,59;100;50191;3,87;4,36;6,45;0,64;2,29;0,69;2,03;3,2;4320,7;9,65
4987;Alto;27357;2,43;100;57815;4,65;2,92;13,71;1,24;3,37;0,89;2,03;10,8;2544,4;1,27
2649;Bajo;12304;2,41;100;59913;3,62;1,79;7,05;0,33;1,43;0,56;1,72;7,9;1565,4;0,33
3432;Bajo;21505;2,47;100;21949;15,37;7,26;13,51;1,18;0,66;0,56;2,58;22,9;940,1;0
25045;Alto;174820;2,8;99,61;32154;15;7,1;14,05;5,23;3,84;3,44;5,15;95,1;1837,3;1,24
3573;Bajo;10353;2,27;100;28097;7,04;3,57;13,54;0,93;0,58;0,37;1,51;2,6;3939,5;0
16107;Alto;101082;2,4;100;25152;18,31;6,09;10,8;8,96;2,93;1,28;2,25;22,2;4557,8;15,02
43932;Alto;275221;3,01;100;21650;26,34;14,71;14;20;9,57;11,03;9,07;24,7;11153,6;24,89
19296;Alto;73552;2,7;100;26810;17,71;11,76;17,06;16,74;7,12;2,08;7,56;4,1;18091,3;25,57
10031;Alto;63909;2,64;100;23487;16,78;8,2;14,35;2,64;1,74;1,64;5,64;27;2365,2;2,84
5710;Alto;38386;2,61;100;21309;20,3;8,45;15,65;12,99;0,48;0,59;4,2;23,7;1619,7;3,58
9717;Alto;63850;2,85;100;30151;16,08;7,87;12,82;2,74;3,82;4,62;6,01;32,4;1969,2;0,17
16956;Alto;112669;2,43;100;25369;17,04;6,42;12,92;1,89;2,63;0,8;1,95;39,4;2858,7;3,53
26425;Alto;160728;2,73;100;22147;22,96;9,18;11,37;9,23;11,42;8,58;5,05;19,1;8403,8;7,61
9167;Alto;61741;2,47;100;23958;17,2;5,39;14,81;5,46;0,23;0,47;3,06;41,2;1500;1,58
3859;Bajo;12804;2,59;100;53226;2,9;3,14;7,56;1,81;2,76;1,17;2,8;2,8;4511;11,91
2629;Bajo;11385;2,53;86,85;31637;7,16;5,21;9,43;1,34;1,64;3,58;2,38;6,4;1785,6;1,88
5057;Alto;28835;3,27;100;21463;27,49;6,9;7,65;4,53;2,54;0,68;2,55;9;3194,9;3,15
9317;Alto;42655;2,99;100;50981;4,46;4,48;11,18;1,69;5,83;3,58;5,99;6,9;6221,6;0,58
3524;Bajo;20935;2,87;98,76;35090;6,78;4,96;10,45;0,91;0,5;0,49;2,86;26,7;783,5;0,3
4289;Bajo;19512;2,49;100;49712;2,85;2,26;8,95;1,57;2,63;1,78;2,59;6,1;3188,2;9,32
6281;Alto;38719;2,81;100;30489;16,14;4,42;7,23;3,23;5,37;1,29;1,27;17,1;2260,6;5,54
2507;Bajo;13817;2,4;0;23603;11,43;5,94;12,3;0,64;0,32;0,34;1,79;12,3;1121,1;0,3
2360;Bajo;11587;2,67;100;41524;3,51;2,67;9,43;1,93;0,37;0,17;2,42;7,2;1617,4;0
6059;Alto;37960;2,34;100;32341;8,76;4,3;17;2,92;1,77;1,02;2,17;19,6;1936,3;4,68
2963;Bajo;18549;2,45;0;26668;11,39;4,82;13,08;2,52;0,97;0,3;2;14,6;1274,7;0,07
5818;Alto;38372;2,78;100;33498;8;5,15;8,87;2,29;1,12;1,64;2,6;48,3;795;1,16
6959;Alto;36659;3,29;100;38346;4,91;3,62;6,95;0,43;0,51;0,48;13,74;11;3320,6;3,55
2124;Bajo;10104;2,53;0;21170;15,52;12,11;13,6;1,57;0,54;0,32;3,02;6,9;1458,4;0,21
10381;Alto;44630;2,37;100;43309;4,63;4,47;7;0,71;3,68;1,5;2,3;5,4;8311;16,77
8902;Alto;55900;2,31;99,36;55333;4,65;2,4;12,24;0,88;8,38;2,06;1,66;24,5;2278,3;2,64
2297;Bajo;15157;2,92;0;63032;1,9;3,85;6,44;0,5;0,62;0,35;3,21;38,7;391,2;3,11
8538;Alto;49389;2,56;100;41745;3,54;4,97;8,62;2,18;0,9;0,87;3,06;18,2;2711,4;1,99
5287;Alto;27652;3,13;100;46199;5,17;5,29;10,24;0,48;0,77;0,87;4,13;10,7;2574,7;0,05
12845;Alto;75460;2,62;100;51331;2,4;2,65;7,21;0,83;2,74;1,66;2,75;16,8;4503,5;8,52
3732;Bajo;15324;2,41;100;35197;4,45;3,96;12,93;1,85;0,47;0,45;2,17;5,1;3023,7;0,76
4869;Alto;21853;2,57;100;36096;6,51;4,28;9,83;2,87;0,97;1,35;1,75;5,3;4124,5;4,38
1756;Bajo;12003;2,77;0;35005;2,7;2,96;10,04;1,84;0,35;0,39;2,47;31,5;380,8;0,06
6057;Alto;20850;4,37;100;27074;21,19;11,49;8,95;9,59;22,83;26,89;27,67;3;6959,3;4,9
2451;Bajo;13502;2,45;0;18346;22,14;7,18;9,27;1,01;1,25;1,22;1,87;8,4;1605,9;0
12756;Alto;22817;4,34;100;22279;27,54;10,24;10,66;11,81;32,01;31,26;28,06;1,1;20014,9;8,95
2169;Bajo;13604;2,6;88,61;37771;3,48;3,6;8,84;1,26;0,24;0,52;1,8;18,6;732,3;0
6984;Alto;16327;2,27;100;34836;9,59;2,96;13,27;2,38;15,21;4,52;1,24;1,8;9255,7;17,5
5810;Alto;34185;2,82;100;43191;3,31;3,82;8;2,05;1,31;0,73;3;15,9;2151,6;2,36
3742;Bajo;16032;2,53;100;36977;4,39;3,09;7,67;0,46;0,09;0,64;3;5,8;2747,1;5,01
8390;Alto;40452;3,18;100;47143;3,89;4,57;8,89;1,72;6,02;3,7;7,21;8,1;4974,4;0,77
3228;Bajo;19661;2,58;100;33817;6,6;3,75;10,31;1,14;0,46;0,5;1,72;13,7;1435,5;2,48
2676;Bajo;10177;2,94;100;46309;3,09;3,91;5,82;0,4;1,57;2,34;3,61;4,1;2458,9;2,17
2228;Bajo;10422;2,94;100;65920;1,01;2,03;4,75;0,4;1,42;1,49;3,44;5,2;1992,3;4,88
4758;Alto;31083;2,78;79,53;37230;4,85;5,7;9,02;1,25;0,4;0,81;3,21;61,7;503,9;0,65
7508;Alto;37840;2,45;100;30138;9,82;7,73;12,57;3,5;1,18;1,48;3;7,5;5023,9;10,29
11189;Alto;72884;2,79;100;55407;2,83;3,19;7,13;0,37;3,74;1,56;3,42;34,7;2098;0,16
5242;Alto;31306;2,83;100;74472;2,1;2,41;8,44;0,52;2,37;0,59;2,81;18,3;1708,1;4,05
2797;Bajo;16410;2,51;0;16586;27,9;8,17;15,26;7,32;0,4;0;4,2;11,7;1400,2;0,11
3912;Bajo;21082;2,53;100;45424;3,74;2,44;8,2;1,26;0,95;0,6;1,54;9,3;2274,5;1,39
1936;Bajo;11224;2,6;57,58;25615;10,86;10,57;7,67;0,71;0;0,34;2,06;33,3;336,8;0,97
3509;Bajo;14936;2,75;100;69695;3,85;2,55;6,38;0,61;13,83;3,15;3,11;6;2495;28,72
4586;Alto;18262;2,55;100;41000;3,87;4,55;7,42;0,93;2,46;2,4;3;4,8;3792,6;8,37
19445;Alto;76210;2,51;100;32455;11,47;6,33;8,04;4,28;11,26;6,54;3,65;4,3;17893;27,93
5620;Alto;35418;2,84;100;49965;2,5;4,44;6,95;0,92;1,91;1,34;3,16;31,7;1118,7;1,02
11412;Alto;48414;2,55;100;33488;9,49;7,69;10,91;3,89;13,68;14,76;4,55;5,4;8999,6;21,37
25425;Alto;179278;2,72;96,78;24056;18,63;7,16;14,31;5,78;1,14;0,79;3,38;224,1;800;1,49
5145;Alto;22408;2,76;100;47808;2,94;2,77;4,5;0,21;4,53;3,52;3,78;5,3;4247,2;7,82
4825;Alto;27591;2,63;0;23206;14,44;4,35;12,55;1,28;1,6;1,34;4,11;10,9;2526,6;0,77
7663;Alto;48370;2,59;100;50659;2,06;3,65;9,01;1,23;0,9;0,41;2,03;28,1;1722,6;2,18
8836;Alto;50380;2,53;100;31007;6,79;5,57;9,67;1,58;2,65;4,88;2,75;13,9;3629;3,57
4326;Bajo;16825;2,36;100;24319;13,14;7,11;11,4;4,13;0,64;1,37;2,51;3,9;4339,5;4,54
3961;Bajo;15023;2,45;100;27312;10,97;5,84;12,95;1,83;0,2;0,47;2,9;4;3763,7;1,99
2448;Bajo;16317;2,44;0;20053;22,74;7,35;15,51;4,2;0,21;0,18;1,97;11,5;1417,4;0
2390;Bajo;12286;2,53;89,17;46970;2,61;3,09;9,32;0,46;1,13;1,25;2,04;12,8;957,1;0,9
6790;Alto;42473;2,7;100;84441;1,42;2,08;5,61;0,21;2,72;1,18;2,7;25,9;1642,9;0,28
11719;Alto;76060;2,59;100;34528;6,52;5,96;9,69;2,08;1,62;1,92;2,31;29,6;2569,9;2,62
3208;Bajo;23682;2,75;0;19077;25,49;8,43;12,48;5,33;0,74;1,04;4,76;24,9;952,2;0,06
7151;Alto;40091;2,59;100;47506;6,47;4,03;10,74;1,16;9,74;6,93;2,66;12,3;3272,2;3,11
6312;Alto;35445;2,35;100;22859;15,82;4,28;15,65;5,05;0,63;0,53;1,88;10,3;3450,1;1,61
4803;Alto;29841;2,46;96,72;40543;5,32;3,5;11;2,54;1,76;1,18;2,02;18,4;1624,6;2,73
9846;Alto;63535;2,73;100;22468;14,5;9,52;11,39;3,9;3,22;1,62;3,52;28,7;2215,9;0,09
4631;Alto;25879;2,7;0;18022;30,75;8,03;5,6;1,37;4,1;0,87;1,51;8;3226,8;2,45
1894;Bajo;12054;2,49;0;19259;23,33;9,34;12,82;1,59;0,24;0,3;1,57;12,7;951,5;0
13678;Alto;85866;2,65;100;39215;5,65;6,03;10,03;1,86;0,88;1,1;2,78;29,2;2939,4;0,55
7847;Alto;52434;2,54;95,82;41814;4,36;3,83;7,71;1,38;1,99;0,86;2,33;34;1543,8;3,13
3695;Bajo;22814;2,94;100;50492;2,94;3,72;9,3;0,52;1,02;0,88;3,67;21,5;1061,7;0,85
9229;Alto;37120;3,04;100;32559;15,17;6,15;10,09;3,61;24,28;17,14;9,19;4,3;8664,8;4,86
7718;Alto;41958;2,48;100;25982;27,39;5,68;8,96;1,7;3,76;1,64;2,18;9,6;4363,4;2,03
8155;Alto;43762;2,49;100;42453;3,56;3,53;13,03;1,12;1,76;0,71;1,96;10,4;4219,2;0,03
4060;Bajo;24854;3,17;100;44920;3,03;3,86;7,89;1,75;0,49;0,31;3,97;37,5;662,7;0,76
3536;Bajo;18859;2,48;0;26771;8,08;4,82;8,03;1,24;0,25;0,67;2,32;10,6;1787,2;0,08
2178;Bajo;12603;3,87;0;14990;44,45;11,35;4,9;3,56;2,01;0,4;2,82;6,2;2044,6;0,34
3660;Bajo;16513;2,64;100;31053;8,58;4,93;9,62;0,43;0,43;0,94;2,75;5,4;3058;0
10389;Alto;70311;2,58;100;25377;16,98;7,22;13,45;3,31;1,29;1,09;3,19;54,2;1297,6;0,13
38546;Alto;261229;2,92;100;23563;19,32;6,1;12,87;9,62;1,72;0,73;4,02;55,7;4690,3;5,57
37796;Alto;265968;2,52;99,45;19193;24,82;9,24;15,71;9,04;0,67;0,38;4,08;153,8;1728,9;3,56
1921;Bajo;11591;2,57;0;14579;37,49;10,95;12,94;10,71;0,06;0,37;3,81;7,6;1532,4;0,62
5033;Alto;30923;2,93;0;33228;9,05;4,03;12,22;1,11;1,5;2,39;4,04;19,8;1561,8;0,22
23982;Alto;141686;2,71;100;28704;17,07;10,62;12,62;12,01;6,42;7,56;5,58;16,6;8545,4;6,39
2520;Bajo;11284;2,66;100;32624;5,21;2,91;9,13;0,56;0,36;0,35;1,82;6,7;1693,4;0,12
2744;Bajo;17313;2,82;96,23;55465;1,58;3,19;10,29;1,21;1,46;0,96;2,1;17;1015,5;0,3
3562;Bajo;11365;2,77;100;57309;2,16;4,13;4,36;0,13;4,58;3,21;3,98;2,8;4129,7;6,04
3015;Bajo;16848;2,72;100;34826;8,85;4,29;13,3;2,07;1,77;1,5;2,77;12,8;1317,5;0,21
2385;Bajo;12809;2,47;100;42358;3,62;2,46;11,27;1,38;1,49;0,55;1,87;17,2;743,7;0,29
2269;Bajo;11340;2,74;0;28815;7,29;3,34;9,09;0,92;0,09;0,14;2,12;8,7;1307,3;0,78
4910;Alto;30108;2,55;100;38605;5,81;1,97;10,41;1,68;0,42;0,35;2,04;22,6;1333,6;0,35
3669;Bajo;18310;2,43;0;23381;11,62;9,37;9,53;1,04;0,25;0,46;1,77;9,9;1849,7;0,83
1744;Bajo;11139;2,6;0;23238;20,24;7,72;10,26;4,65;1,84;1,58;3,8;11,3;985,4;0,17
6229;Alto;28564;2,27;100;21665;17,08;5,64;15,22;5,82;11,31;8,17;3,23;5,8;4911,3;2,12
2911;Bajo;16425;2,87;90,09;42235;2,88;2,87;6,28;0,79;0,85;0,71;2,97;15,1;1087,2;0,42
5318;Alto;33822;2,69;0;23127;16,41;7,88;15,37;6,43;0,38;0,74;4,28;20,3;1665,8;1,73
13116;Alto;80352;2,69;100;27770;12,73;7,8;11,97;4,12;1,11;1,5;3,79;22,3;3599,2;1,99
2427;Bajo;16021;2,99;0;76907;3,32;2,85;4,41;0,39;6,68;2,11;3,32;26,9;594,6;17,87
14091;Alto;85571;2,49;100;33667;12,68;4,6;13,64;3,72;11,59;9,09;5,22;19,6;4371,2;3,95
6292;Alto;29771;3,29;100;23201;25,57;17,3;16,28;14,17;1,87;1,97;12,64;6,4;4637,2;14,33
7902;Alto;53056;2,44;100;20413;18,96;8,71;13,8;6,59;0,13;0,45;2,78;44,6;1189,2;2,1
3480;Bajo;16812;2,45;0;20533;15,86;9,68;15,13;1,34;0,13;0,14;2,56;6,6;2530,4;0,12
4686;Alto;25494;3,35;100;60368;4,29;3,58;8,04;1,8;5,72;5,43;7,78;12,7;2007,4;0,23
2309;Bajo;12322;2,2;100;25015;9,92;4,97;14,46;2,13;0,54;0,08;1,43;6,7;1839,1;0,61
6943;Alto;44639;2,37;100;15315;33,31;9,64;17,91;12,16;0,76;0,41;3,71;20,4;2191,6;4
4526;Alto;26989;3,19;100;47346;2,33;2,41;6,5;0,2;0,49;0,49;2,48;14,9;1808,4;0,05
1710;Bajo;11500;3,34;0;46566;4,71;4,9;8,29;2,12;1,52;0,88;4,99;45,6;252,4;2,54
7104;Alto;39103;2,64;100;49777;4,14;4,03;6,95;1,16;5,57;3,45;3,39;12,6;3115,4;7,75
6072;Alto;35800;2,53;100;42299;3,63;2,85;13,18;1,36;4,13;1,67;2,39;15;2393;4,89
4225;Bajo;15850;2,94;100;56478;3,74;3,51;6,2;1,08;4,18;2,27;2,41;4,3;3651,4;7,11
11257;Alto;54718;2,25;100;45598;8,61;4,8;8,56;1,85;10,84;3,08;2,05;7;7778,6;28,71
2995;Bajo;16786;2,78;84,67;52044;3,91;4,75;8;0,34;1,18;0,61;3,61;17,8;942,9;5,38
3649;Bajo;25597;2,62;0;21851;21,33;8,82;14,22;8,48;1,27;0,7;4,36;26,9;952,1;0,16
13560;Alto;42355;4,58;100;23819;26,08;13,37;9,28;9,09;25,62;30,37;30,87;2,6;16265,4;6,68
4344;Bajo;30206;2,69;0;22357;20,94;6,37;12,84;3,28;2,61;2,23;4,74;24,4;1236,1;0,41
4016;Bajo;22353;2,61;0;49849;2,82;3,37;9,55;1,88;4,28;1,28;2,5;16,2;1378,1;9,47
2585;Bajo;11523;2,57;0;29492;7,43;3,23;7,85;1,32;0,31;0,7;2,32;5,6;2059,4;0,46
2610;Bajo;12345;2,51;100;37159;3,63;3,3;12,42;0,94;1,35;0,52;2,56;5,5;2241,3;6,84
5205;Alto;27291;2,43;100;42113;2,82;3,12;9,71;0,66;0,54;0,62;2,55;9,3;2921,9;1,54
10489;Alto;53691;3,08;100;56255;3,54;3,96;9,69;1,39;7,83;4,14;6,43;9,2;5813,2;0,95
3068;Bajo;20098;2,57;0;32348;7,25;3,52;12,39;4,63;0,67;0,62;2,39;26,4;760,1;0,11
3407;Bajo;14073;2,33;0;22193;16,07;8,38;13,91;3,86;0,54;0,52;2,63;4,7;3009,6;2,03
2900;Bajo;14716;2,74;0;25751;16,42;6,16;14,47;5,45;1,15;1,29;3,77;8,9;1653,5;0,49
4981;Alto;14507;2,32;100;25482;9,08;4,06;8,61;0,79;0,75;0,67;2,17;2,2;6527,6;1,72
2511;Bajo;14215;2,75;0;20429;26,19;7,35;13,88;7,61;1,53;1,44;3,83;7,9;1793,9;0,77
5607;Alto;31487;3,31;0;40955;12,9;7,82;11,57;3,64;6,62;7,91;10,04;10,6;2962,6;1,37
4367;Alto;10405;2,63;100;26265;10,36;8,35;11,29;3,37;0,67;2,15;5,16;1,8;5793,4;3,07
8422;Alto;42985;2,27;100;28465;7,72;5,29;9,71;1,63;3,85;2,46;2,08;9,2;4692,7;0,9
6686;Alto;40283;2,73;100;18748;26,51;11,24;16,25;9,06;0,36;0,73;3,89;14,9;2704,3;1,17
3148;Bajo;18400;2,75;0;20831;16,03;6,41;12,88;1,65;2,46;3,65;5,43;9,2;1996,5;0,45
